"concept_id","concept_name","concept_code","vocabulary_id","ingredient"
42876467,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Imraldi] Box of 6 by Kohlpharma","OMOP4873576","RxNorm Extension","adalimumab"
42876468,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Amgevita] Box of 2 by Aaha","OMOP4873577","RxNorm Extension","adalimumab"
42876469,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Amgevita] Box of 2 by Eurim-Pharm","OMOP4873578","RxNorm Extension","adalimumab"
42876470,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Idacio]","OMOP4873579","RxNorm Extension","adalimumab"
42876471,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Idacio] Box of 2","OMOP4873580","RxNorm Extension","adalimumab"
42876472,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Idacio] Box of 2 by Fresenius","OMOP4873581","RxNorm Extension","adalimumab"
42902642,"adalimumab 50 MG/ML Prefilled Syringe [Humira]","1359755","RxNorm","adalimumab"
42902984,"adalimumab 50 MG/ML Prefilled Syringe","1360097","RxNorm","adalimumab"
42922663,"0.8 ML adalimumab 50 MG/ML Pen Injector [Humira]","OMOP4649470","RxNorm Extension","adalimumab"
42922664,"0.8 ML adalimumab 50 MG/ML Pen Injector","OMOP4649471","RxNorm Extension","adalimumab"
42922665,"0.8 ML adalimumab 50 MG/ML Injectable Solution [Humira]","OMOP4649472","RxNorm Extension","adalimumab"
42933556,"adalimumab 50 MG/ML Pen Injector [Humira]","OMOP4660293","RxNorm Extension","adalimumab"
42933557,"adalimumab 50 MG/ML Pen Injector","OMOP4660294","RxNorm Extension","adalimumab"
42933558,"adalimumab 50 MG/ML Injectable Solution [Humira]","OMOP4660295","RxNorm Extension","adalimumab"
42933559,"adalimumab Injectable Solution [Humira]","OMOP4660296","RxNorm Extension","adalimumab"
43035541,"adalimumab Injectable Solution [Idacio]","OMOP4850586","RxNorm Extension","adalimumab"
43035542,"adalimumab 50 MG/ML [Idacio]","OMOP4850587","RxNorm Extension","adalimumab"
43035543,"adalimumab 50 MG/ML Injectable Solution [Idacio]","OMOP4850588","RxNorm Extension","adalimumab"
43035544,"adalimumab 50 MG/ML Injectable Solution [Idacio] Box of 2","OMOP4850589","RxNorm Extension","adalimumab"
43038121,"0.8 ML adalimumab 50 MG/ML Injectable Solution [Idacio]","OMOP4853161","RxNorm Extension","adalimumab"
43038122,"0.8 ML adalimumab 50 MG/ML Injectable Solution [Idacio] Box of 2","OMOP4853162","RxNorm Extension","adalimumab"
43038123,"0.8 ML adalimumab 50 MG/ML Injectable Solution [Idacio] Box of 2 by Fresenius","OMOP4853163","RxNorm Extension","adalimumab"
43038124,"0.8 ML adalimumab 50 MG/ML Injectable Solution [Imraldi] by Samsung Bioepis","OMOP4853164","RxNorm Extension","adalimumab"
43038125,"0.8 ML adalimumab 50 MG/ML Injectable Solution [Imraldi] Box of 2 by Samsung Bioepis","OMOP4853165","RxNorm Extension","adalimumab"
43254674,"adalimumab 50 MG/ML Injection [Humira] Box of 6","OMOP530971","RxNorm Extension","adalimumab"
43254675,"adalimumab 50 MG/ML Auto-Injector Box of 6","OMOP530999","RxNorm Extension","adalimumab"
43259995,"adalimumab 50 MG/ML Cartridge Box of 2","OMOP531025","RxNorm Extension","adalimumab"
43264875,"0.8 ML adalimumab 50 MG/ML Injection Box of 2","OMOP560077","RxNorm Extension","adalimumab"
43264876,"0.8 ML adalimumab 50 MG/ML Injection [Humira] Box of 2","OMOP560079","RxNorm Extension","adalimumab"
43269572,"adalimumab 50 MG/ML Cartridge","OMOP572685","RxNorm Extension","adalimumab"
43270256,"0.4 ML adalimumab 50 MG/ML Injection [Humira] Box of 2","OMOP559242","RxNorm Extension","adalimumab"
43270353,"0.8 ML adalimumab 50 MG/ML Auto-Injector Box of 6","OMOP560081","RxNorm Extension","adalimumab"
43270918,"adalimumab 50 MG/ML Injection Box of 2","OMOP530910","RxNorm Extension","adalimumab"
43281156,"0.4 ML adalimumab 50 MG/ML Injection","OMOP559239","RxNorm Extension","adalimumab"
43281157,"0.4 ML adalimumab 50 MG/ML Injection Box of 2","OMOP559240","RxNorm Extension","adalimumab"
43281246,"0.8 ML adalimumab 50 MG/ML Injection Box of 6","OMOP560076","RxNorm Extension","adalimumab"
43286709,"0.8 ML adalimumab 50 MG/ML Injection [Humira] Box of 6","OMOP560080","RxNorm Extension","adalimumab"
43286710,"0.8 ML adalimumab 50 MG/ML Cartridge Box of 2","OMOP560082","RxNorm Extension","adalimumab"
43291998,"0.4 ML adalimumab 50 MG/ML Injection [Humira]","OMOP559241","RxNorm Extension","adalimumab"
43292087,"0.8 ML adalimumab 50 MG/ML Cartridge Box of 6","OMOP560083","RxNorm Extension","adalimumab"
43292620,"adalimumab 50 MG/ML Injection Box of 6","OMOP530945","RxNorm Extension","adalimumab"
43292621,"adalimumab 50 MG/ML Injection [Humira] Box of 2","OMOP530961","RxNorm Extension","adalimumab"
43292622,"adalimumab 50 MG/ML Cartridge Box of 6","OMOP531029","RxNorm Extension","adalimumab"
43515105,"adalimumab Cartridge [Humira]","OMOP2802220","RxNorm Extension","adalimumab"
43516144,"adalimumab 50 MG/ML Cartridge [Humira]","OMOP2803259","RxNorm Extension","adalimumab"
43517218,"adalimumab 50 MG/ML Injectable Solution Box of 6","OMOP2804333","RxNorm Extension","adalimumab"
43519124,"0.4 ML adalimumab 50 MG/ML Injectable Solution","OMOP2806239","RxNorm Extension","adalimumab"
43519127,"0.4 ML adalimumab 50 MG/ML Injectable Solution Box of 2","OMOP2806242","RxNorm Extension","adalimumab"
43519319,"0.8 ML adalimumab 50 MG/ML Cartridge [Humira]","OMOP2806434","RxNorm Extension","adalimumab"
43519326,"0.8 ML adalimumab 50 MG/ML Injectable Solution Box of 6","OMOP2806441","RxNorm Extension","adalimumab"
43611941,"0.4 ML adalimumab 100 MG/ML Injection [Humira] Box of 4","OMOP716703","RxNorm Extension","adalimumab"
43611946,"0.4 ML adalimumab 100 MG/ML Injectable Solution","OMOP716775","RxNorm Extension","adalimumab"
43630065,"0.4 ML adalimumab 100 MG/ML Injection [Humira] by Abbvie","OMOP716778","RxNorm Extension","adalimumab"
43648131,"0.4 ML adalimumab 100 MG/ML Injectable Solution Box of 4","OMOP716698","RxNorm Extension","adalimumab"
43684120,"0.4 ML adalimumab 100 MG/ML Injection [Humira] Box of 2","OMOP716700","RxNorm Extension","adalimumab"
43684121,"0.4 ML adalimumab 100 MG/ML Injection [Humira] Box of 4 by Abbvie","OMOP716704","RxNorm Extension","adalimumab"
43684122,"0.4 ML adalimumab 100 MG/ML Injection [Humira] Box of 6 by Abbvie","OMOP716706","RxNorm Extension","adalimumab"
43697140,"adalimumab 100 MG/ML Injection [Humira] Box of 6","OMOP710271","RxNorm Extension","adalimumab"
43715043,"adalimumab 100 MG/ML Injection [Humira] Box of 4","OMOP710269","RxNorm Extension","adalimumab"
43719854,"0.4 ML adalimumab 100 MG/ML Injection [Humira] Box of 6","OMOP716705","RxNorm Extension","adalimumab"
43755911,"0.4 ML adalimumab 100 MG/ML Injectable Solution Box of 2","OMOP716697","RxNorm Extension","adalimumab"
43769004,"adalimumab 100 MG/ML Injection [Humira] Box of 2","OMOP710268","RxNorm Extension","adalimumab"
43791740,"0.4 ML adalimumab 100 MG/ML Injectable Solution Box of 6","OMOP716699","RxNorm Extension","adalimumab"
43804968,"adalimumab 100 MG/ML Injectable Solution Box of 2","OMOP710265","RxNorm Extension","adalimumab"
43804969,"adalimumab 100 MG/ML Injectable Solution Box of 4","OMOP710266","RxNorm Extension","adalimumab"
43823070,"adalimumab 100 MG/ML Injectable Solution Box of 6","OMOP710267","RxNorm Extension","adalimumab"
43846019,"0.4 ML adalimumab 100 MG/ML Injection [Humira] Box of 2 by Abbvie","OMOP716701","RxNorm Extension","adalimumab"
43846025,"0.4 ML adalimumab 100 MG/ML Injection [Humira]","OMOP716777","RxNorm Extension","adalimumab"
44072340,"adalimumab 50 MG/ML Injectable Solution","OMOP1066971","RxNorm Extension","adalimumab"
44132947,"0.8 ML adalimumab 50 MG/ML Injection [Humira] by Abbvie","OMOP1127578","RxNorm Extension","adalimumab"
44132961,"0.8 ML adalimumab 50 MG/ML Injectable Solution","OMOP1127592","RxNorm Extension","adalimumab"
44161429,"adalimumab 100 MG/ML Prefilled Syringe Box of 1","OMOP3038152","RxNorm Extension","adalimumab"
44165218,"adalimumab 100 MG/ML Auto-Injector Box of 6","OMOP3041941","RxNorm Extension","adalimumab"
44165219,"adalimumab 100 MG/ML Auto-Injector Box of 4","OMOP3041942","RxNorm Extension","adalimumab"
44166682,"adalimumab 100 MG/ML Auto-Injector [Humira] Box of 6","OMOP3043405","RxNorm Extension","adalimumab"
44174164,"adalimumab 100 MG/ML Prefilled Syringe [Humira] Box of 1","OMOP3050887","RxNorm Extension","adalimumab"
44176505,"adalimumab 100 MG/ML Auto-Injector Box of 2","OMOP3053228","RxNorm Extension","adalimumab"
44181618,"adalimumab 100 MG/ML Prefilled Syringe [Humira] Box of 4","OMOP3058341","RxNorm Extension","adalimumab"
44185344,"adalimumab 100 MG/ML Auto-Injector [Humira] Box of 4","OMOP3062067","RxNorm Extension","adalimumab"
44185345,"adalimumab 100 MG/ML Auto-Injector [Humira] Box of 2","OMOP3062068","RxNorm Extension","adalimumab"
44187739,"adalimumab 100 MG/ML Prefilled Syringe Box of 4","OMOP3064462","RxNorm Extension","adalimumab"
44196891,"0.4 ML adalimumab 100 MG/ML Auto-Injector [Humira] Box of 2","OMOP3073614","RxNorm Extension","adalimumab"
44196897,"0.4 ML adalimumab 100 MG/ML Auto-Injector [Humira] Box of 6 by Eurim-Pharm","OMOP3073620","RxNorm Extension","adalimumab"
44196898,"0.4 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] Box of 4 by Abacus Medicine","OMOP3073621","RxNorm Extension","adalimumab"
44196899,"0.4 ML adalimumab 100 MG/ML Auto-Injector [Humira] Box of 2 by Abacus Medicine","OMOP3073622","RxNorm Extension","adalimumab"
44196900,"0.4 ML adalimumab 100 MG/ML Auto-Injector [Humira] Box of 2 by Cc","OMOP3073623","RxNorm Extension","adalimumab"
44196901,"0.4 ML adalimumab 100 MG/ML Auto-Injector Box of 4","OMOP3073624","RxNorm Extension","adalimumab"
44196902,"0.4 ML adalimumab 100 MG/ML Auto-Injector [Humira] Box of 6","OMOP3073625","RxNorm Extension","adalimumab"
44196909,"0.4 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] Box of 2 by Eurim-Pharm","OMOP3073632","RxNorm Extension","adalimumab"
44196910,"0.4 ML adalimumab 100 MG/ML Auto-Injector Box of 2","OMOP3073633","RxNorm Extension","adalimumab"
44196926,"0.4 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] Box of 6 by Eurim-Pharm","OMOP3073649","RxNorm Extension","adalimumab"
44196927,"0.4 ML adalimumab 100 MG/ML Auto-Injector [Humira] Box of 6 by Abbvie","OMOP3073650","RxNorm Extension","adalimumab"
44196928,"0.4 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] Box of 2 by Abacus Medicine","OMOP3073651","RxNorm Extension","adalimumab"
44196929,"0.4 ML adalimumab 100 MG/ML Auto-Injector [Humira] Box of 2 by Abbvie","OMOP3073652","RxNorm Extension","adalimumab"
44196930,"0.4 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] Box of 6 by Orifarm Leverkus","OMOP3073653","RxNorm Extension","adalimumab"
44196950,"0.4 ML adalimumab 100 MG/ML Auto-Injector [Humira] Box of 6 by European","OMOP3073673","RxNorm Extension","adalimumab"
44196951,"0.4 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] Box of 6 by European","OMOP3073674","RxNorm Extension","adalimumab"
44196952,"0.4 ML adalimumab 100 MG/ML Auto-Injector [Humira] Box of 6 by Cc","OMOP3073675","RxNorm Extension","adalimumab"
44196953,"0.4 ML adalimumab 100 MG/ML Auto-Injector [Humira] Box of 4 by Abacus Medicine","OMOP3073676","RxNorm Extension","adalimumab"
44196961,"0.4 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] Box of 2 by Orifarm Leverkus","OMOP3073684","RxNorm Extension","adalimumab"
44196974,"0.4 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] Box of 2 by Haematogmbh","OMOP3073697","RxNorm Extension","adalimumab"
44196979,"0.4 ML adalimumab 100 MG/ML Auto-Injector Box of 6","OMOP3073702","RxNorm Extension","adalimumab"
44196982,"0.4 ML adalimumab 100 MG/ML Auto-Injector [Humira] Box of 4","OMOP3073705","RxNorm Extension","adalimumab"
44196993,"0.4 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] Box of 6 by Emra-Med","OMOP3073716","RxNorm Extension","adalimumab"
44196995,"0.4 ML adalimumab 100 MG/ML Prefilled Syringe Box of 4","OMOP3073718","RxNorm Extension","adalimumab"
44196996,"0.4 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] Box of 4","OMOP3073719","RxNorm Extension","adalimumab"
44197006,"0.4 ML adalimumab 100 MG/ML Auto-Injector [Humira] Box of 2 by Orifarm Leverkus","OMOP3073729","RxNorm Extension","adalimumab"
44197007,"0.4 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] Box of 6 by Kohlpharma","OMOP3073730","RxNorm Extension","adalimumab"
44197008,"0.4 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] Box of 2 by Canoma","OMOP3073731","RxNorm Extension","adalimumab"
44197308,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 2 by Abacus Medicine","OMOP3074031","RxNorm Extension","adalimumab"
44197311,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 4 by Cambridge Major","OMOP3074034","RxNorm Extension","adalimumab"
44197312,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 2 by Abacus Medicine","OMOP3074035","RxNorm Extension","adalimumab"
44197313,"0.8 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] Box of 1 by Abbvie","OMOP3074036","RxNorm Extension","adalimumab"
44197315,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 6 by Abacus Medicine","OMOP3074038","RxNorm Extension","adalimumab"
44197316,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 6 by European","OMOP3074039","RxNorm Extension","adalimumab"
44197317,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 2 by European","OMOP3074040","RxNorm Extension","adalimumab"
44197318,"0.8 ML adalimumab 100 MG/ML Prefilled Syringe Box of 1","OMOP3074041","RxNorm Extension","adalimumab"
44197319,"0.8 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] Box of 1","OMOP3074042","RxNorm Extension","adalimumab"
44197320,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 6 by Eurim-Pharm","OMOP3074043","RxNorm Extension","adalimumab"
44197321,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 2 by Cambridge Major","OMOP3074044","RxNorm Extension","adalimumab"
44197322,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 2 by Cambridge Major","OMOP3074045","RxNorm Extension","adalimumab"
44197324,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 6 by Eurim-Pharm","OMOP3074047","RxNorm Extension","adalimumab"
44197325,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 2 by European","OMOP3074048","RxNorm Extension","adalimumab"
44197326,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 4 by Abacus Medicine","OMOP3074049","RxNorm Extension","adalimumab"
44197328,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 6 by European","OMOP3074051","RxNorm Extension","adalimumab"
44197329,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 6 by Abacus Medicine","OMOP3074052","RxNorm Extension","adalimumab"
44197330,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 4 by European","OMOP3074053","RxNorm Extension","adalimumab"
44197331,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 6 by Cambridge Major","OMOP3074054","RxNorm Extension","adalimumab"
45774623,"0.2 ML adalimumab 50 MG/ML Prefilled Syringe","1551887","RxNorm","adalimumab"
45774624,"0.2 ML adalimumab 50 MG/ML Prefilled Syringe [Humira]","1551888","RxNorm","adalimumab"
45777078,"{6 (0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira]) } Pack [Humira Pediatric Crohn's Disease Starter Package (6 count)]","1594352","RxNorm","adalimumab"
45777079,"{3 (0.8 ML adalimumab 50 MG/ML Prefilled Syringe) } Pack","1594357","RxNorm","adalimumab"
45777080,"{3 (0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira]) } Pack [Humira Pediatric Crohn's Disease Starter Package (3 count)]","1594358","RxNorm","adalimumab"
46275180,"adalimumab 50 MG/ML Injection","1658077","RxNorm","adalimumab"
46275181,"adalimumab 50 MG/ML Injection [Humira]","1658078","RxNorm","adalimumab"
46275389,"{6 (0.8 ML adalimumab 50 MG/ML Auto-Injector) } Pack","1656703","RxNorm","adalimumab"
46275564,"adalimumab Auto-Injector","1655725","RxNorm","adalimumab"
46275565,"0.8 ML adalimumab 50 MG/ML Auto-Injector","1655726","RxNorm","adalimumab"
46275566,"adalimumab Auto-Injector [Humira]","1655727","RxNorm","adalimumab"
46275567,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira]","1655728","RxNorm","adalimumab"
46275568,"adalimumab 50 MG/ML Auto-Injector","1655729","RxNorm","adalimumab"
46275569,"adalimumab 50 MG/ML Auto-Injector [Humira]","1655730","RxNorm","adalimumab"
46275866,"adalimumab Injection","1656695","RxNorm","adalimumab"
46275867,"adalimumab Injection [Humira]","1656698","RxNorm","adalimumab"
912263,"certolizumab pegol","709271","RxNorm","certolizumab"
912267,"1 ML certolizumab pegol 200 MG/ML Prefilled Syringe","849597","RxNorm","certolizumab"
912268,"1 ML certolizumab pegol 200 MG/ML Prefilled Syringe [Cimzia]","849599","RxNorm","certolizumab"
2030824,"1 ML certolizumab pegol 200 MG/ML Prefilled Syringe [PERSTIMAB] by UCB","OMOP4929616","RxNorm Extension","certolizumab"
2030825,"1 ML certolizumab pegol 200 MG/ML Prefilled Syringe [PERSTIMAB] by Otsuka","OMOP4929617","RxNorm Extension","certolizumab"
2030826,"1 ML certolizumab pegol 200 MG/ML Prefilled Syringe [PERSTIMAB]","OMOP4929618","RxNorm Extension","certolizumab"
2038623,"certolizumab pegol 200 MG/ML Prefilled Syringe [PERSTIMAB]","OMOP4938122","RxNorm Extension","certolizumab"
2038624,"certolizumab pegol 200 MG/ML [PERSTIMAB]","OMOP4938123","RxNorm Extension","certolizumab"
2038625,"certolizumab pegol Prefilled Syringe [PERSTIMAB]","OMOP4938124","RxNorm Extension","certolizumab"
19129992,"certolizumab pegol 200 MG/ML","795079","RxNorm","certolizumab"
19129993,"certolizumab pegol 200 MG Injection","795081","RxNorm","certolizumab"
19129994,"certolizumab pegol 200 MG/ML [Cimzia]","795083","RxNorm","certolizumab"
19129995,"certolizumab pegol 200 MG Injection [Cimzia]","795085","RxNorm","certolizumab"
21048146,"1 ML certolizumab pegol 200 MG/ML Prefilled Syringe Box of 2","OMOP299263","RxNorm Extension","certolizumab"
21087374,"1 ML certolizumab pegol 200 MG/ML Prefilled Syringe [Cimzia] Box of 2 by UCB","OMOP299266","RxNorm Extension","certolizumab"
21095385,"certolizumab pegol 200 MG/ML Prefilled Syringe [Cimzia] Box of 2","OMOP264364","RxNorm Extension","certolizumab"
21136415,"1 ML certolizumab pegol 200 MG/ML Prefilled Syringe [Cimzia] Box of 2","OMOP299265","RxNorm Extension","certolizumab"
21154401,"certolizumab pegol 200 MG/ML Prefilled Syringe Box of 2","OMOP264363","RxNorm Extension","certolizumab"
21166026,"1 ML certolizumab pegol 200 MG/ML Prefilled Syringe [Cimzia] by UCB","OMOP299264","RxNorm Extension","certolizumab"
35758103,"certolizumab pegol 200 MG/ML Injectable Solution Box of 2","OMOP2759564","RxNorm Extension","certolizumab"
35776620,"1 ML certolizumab pegol 200 MG/ML Injection [Cimzia] Box of 2 by UCB","OMOP2778081","RxNorm Extension","certolizumab"
35777329,"1 ML certolizumab pegol 200 MG/ML Injectable Solution Box of 2","OMOP2778790","RxNorm Extension","certolizumab"
35777632,"1 ML certolizumab pegol 200 MG/ML Injectable Solution","OMOP2779093","RxNorm Extension","certolizumab"
35777754,"1 ML certolizumab pegol 200 MG/ML Injection [Cimzia] by UCB","OMOP2779215","RxNorm Extension","certolizumab"
36226285,"certolizumab pegol Injectable Product","1161226","RxNorm","certolizumab"
36234738,"Cimzia Injectable Product","1170885","RxNorm","certolizumab"
36418140,"certolizumab pegol Auto-Injector","OMOP4763900","RxNorm Extension","certolizumab"
36418957,"1 ML certolizumab pegol 200 MG/ML Auto-Injector [Cimzia] Box of 2","OMOP4761258","RxNorm Extension","certolizumab"
36418958,"1 ML certolizumab pegol 200 MG/ML Auto-Injector [Cimzia]","OMOP4761259","RxNorm Extension","certolizumab"
36418959,"1 ML certolizumab pegol 200 MG/ML Auto-Injector Box of 2","OMOP4761260","RxNorm Extension","certolizumab"
36418960,"1 ML certolizumab pegol 200 MG/ML Auto-Injector","OMOP4761261","RxNorm Extension","certolizumab"
36421615,"certolizumab pegol 200 MG/ML Auto-Injector [Cimzia] Box of 2","OMOP4763895","RxNorm Extension","certolizumab"
36421616,"certolizumab pegol 200 MG/ML Auto-Injector [Cimzia]","OMOP4763896","RxNorm Extension","certolizumab"
36421617,"certolizumab pegol 200 MG/ML Auto-Injector Box of 2","OMOP4763897","RxNorm Extension","certolizumab"
36421618,"certolizumab pegol 200 MG/ML Auto-Injector","OMOP4763898","RxNorm Extension","certolizumab"
36421619,"certolizumab pegol Auto-Injector [Cimzia]","OMOP4763899","RxNorm Extension","certolizumab"
36503573,"1 ML certolizumab pegol 200 MG/ML Prefilled Syringe [Cimzia] by Cc","OMOP4834786","RxNorm Extension","certolizumab"
36504013,"1 ML certolizumab pegol 200 MG/ML Auto-Injector [Cimzia] by Cc","OMOP4835788","RxNorm Extension","certolizumab"
36504300,"1 ML certolizumab pegol 200 MG/ML Auto-Injector [Cimzia] by Emra-Med","OMOP4835267","RxNorm Extension","certolizumab"
36506492,"1 ML certolizumab pegol 200 MG/ML Prefilled Syringe [Cimzia] by Emra-Med","OMOP4834907","RxNorm Extension","certolizumab"
37593781,"1 ML certolizumab pegol 200 MG/ML Prefilled Syringe [Cimzia] by Eurim-Pharm","OMOP4783214","RxNorm Extension","certolizumab"
37593783,"1 ML certolizumab pegol 200 MG/ML Prefilled Syringe [Cimzia] by Orifarm Leverkus","OMOP4783215","RxNorm Extension","certolizumab"
37593784,"1 ML certolizumab pegol 200 MG/ML Prefilled Syringe [Cimzia] by Kohlpharma","OMOP4783216","RxNorm Extension","certolizumab"
40160746,"certolizumab pegol Prefilled Syringe","849596","RxNorm","certolizumab"
40160747,"certolizumab pegol Prefilled Syringe [Cimzia]","849598","RxNorm","certolizumab"
40718929,"1 ML certolizumab pegol 200 MG/ML Injectable Solution [Cimzia] Box of 2","OMOP4738356","RxNorm Extension","certolizumab"
40718930,"1 ML certolizumab pegol 200 MG/ML Injectable Solution [Cimzia]","OMOP4738355","RxNorm Extension","certolizumab"
40749955,"certolizumab pegol 200 MG/ML Injectable Solution [Cimzia] Box of 2","OMOP4707304","RxNorm Extension","certolizumab"
40749956,"certolizumab pegol 200 MG/ML Injectable Solution [Cimzia]","OMOP4707303","RxNorm Extension","certolizumab"
40749957,"certolizumab pegol Injectable Solution [Cimzia]","OMOP4707302","RxNorm Extension","certolizumab"
41098130,"certolizumab pegol 200 MG/ML Prefilled Syringe [Cimzia] Box of 6","OMOP2296092","RxNorm Extension","certolizumab"
41305159,"certolizumab pegol 200 MG/ML Prefilled Syringe Box of 6","OMOP2503121","RxNorm Extension","certolizumab"
41328137,"1 ML certolizumab pegol 200 MG/ML Prefilled Syringe [Cimzia] Box of 6 by Eurim-Pharm","OMOP2526099","RxNorm Extension","certolizumab"
41328138,"1 ML certolizumab pegol 200 MG/ML Prefilled Syringe [Cimzia] Box of 2 by Axicorp","OMOP2526100","RxNorm Extension","certolizumab"
41330765,"1 ML certolizumab pegol 200 MG/ML Prefilled Syringe [Cimzia] Box of 2 by Inopha","OMOP2528727","RxNorm Extension","certolizumab"
41331423,"1 ML certolizumab pegol 200 MG/ML Prefilled Syringe [Cimzia] Box of 2 by Orifarm Leverkus","OMOP2529385","RxNorm Extension","certolizumab"
41331424,"1 ML certolizumab pegol 200 MG/ML Prefilled Syringe [Cimzia] Box of 2 by Eurim-Pharm","OMOP2529386","RxNorm Extension","certolizumab"
41332588,"1 ML certolizumab pegol 200 MG/ML Prefilled Syringe [Cimzia] Box of 6","OMOP2530550","RxNorm Extension","certolizumab"
41332785,"1 ML certolizumab pegol 200 MG/ML Prefilled Syringe [Cimzia] Box of 6 by Cc","OMOP2530747","RxNorm Extension","certolizumab"
41332786,"1 ML certolizumab pegol 200 MG/ML Prefilled Syringe [Cimzia] Box of 2 by Cc","OMOP2530748","RxNorm Extension","certolizumab"
41332787,"1 ML certolizumab pegol 200 MG/ML Prefilled Syringe [Cimzia] Box of 2 by Canoma","OMOP2530749","RxNorm Extension","certolizumab"
41332788,"1 ML certolizumab pegol 200 MG/ML Prefilled Syringe [Cimzia] Box of 6 by Gerke","OMOP2530750","RxNorm Extension","certolizumab"
41332789,"1 ML certolizumab pegol 200 MG/ML Prefilled Syringe [Cimzia] Box of 2 by Kohlpharma","OMOP2530751","RxNorm Extension","certolizumab"
41333469,"1 ML certolizumab pegol 200 MG/ML Prefilled Syringe [Cimzia] Box of 6 by Orifarm Leverkus","OMOP2531431","RxNorm Extension","certolizumab"
41333665,"1 ML certolizumab pegol 200 MG/ML Prefilled Syringe Box of 6","OMOP2531627","RxNorm Extension","certolizumab"
41334847,"1 ML certolizumab pegol 200 MG/ML Prefilled Syringe [Cimzia] Box of 6 by Abacus Medicine","OMOP2532809","RxNorm Extension","certolizumab"
41337496,"1 ML certolizumab pegol 200 MG/ML Prefilled Syringe [Cimzia] Box of 6 by Kohlpharma","OMOP2535458","RxNorm Extension","certolizumab"
42902822,"certolizumab pegol 200 MG/ML Prefilled Syringe [Cimzia]","1359935","RxNorm","certolizumab"
42902968,"certolizumab pegol 200 MG/ML Prefilled Syringe","1360081","RxNorm","certolizumab"
43285889,"certolizumab pegol 200 MG/ML Injection Box of 2","OMOP558718","RxNorm Extension","certolizumab"
43286013,"1 ML certolizumab pegol 200 MG/ML Injection Box of 2","OMOP560899","RxNorm Extension","certolizumab"
43286014,"1 ML certolizumab pegol 200 MG/ML Injection","OMOP560900","RxNorm Extension","certolizumab"
43291256,"certolizumab pegol 200 MG/ML Injection","OMOP558719","RxNorm Extension","certolizumab"
43291257,"certolizumab pegol 200 MG/ML Injection [Cimzia]","OMOP558720","RxNorm Extension","certolizumab"
43291258,"certolizumab pegol 200 MG/ML Injection [Cimzia] Box of 2","OMOP558721","RxNorm Extension","certolizumab"
43291385,"1 ML certolizumab pegol 200 MG/ML Injection [Cimzia] Box of 2","OMOP560903","RxNorm Extension","certolizumab"
43296788,"1 ML certolizumab pegol 200 MG/ML Injection [Cimzia]","OMOP560902","RxNorm Extension","certolizumab"
44071810,"certolizumab pegol 200 MG/ML Injectable Solution","OMOP1066441","RxNorm Extension","certolizumab"
44094713,"certolizumab pegol Injectable Solution","OMOP1089344","RxNorm Extension","certolizumab"
