concept_id,concept_code,concept_name,vocabulary_id,category,variable,domain
46234470,1649584,dulaglutide Auto-Injector,RX,second_line_rx,second_line_rx,prescribing
46234471,1649586,dulaglutide Auto-Injector [Trulicity],RX,second_line_rx,second_line_rx,prescribing
37499586,2359278,empagliflozin / linagliptin / metformin Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
37499589,2359282,empagliflozin / linagliptin / metformin Extended Release Oral Tablet [Trijardy],RX,second_line_rx,second_line_rx,prescribing
37499592,2359286,empagliflozin 10 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
37499593,2359287,empagliflozin 10 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Trijardy],RX,second_line_rx,second_line_rx,prescribing
37499595,2359291,empagliflozin 12.5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
37499596,2359292,empagliflozin 12.5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Trijardy],RX,second_line_rx,second_line_rx,prescribing
37499619,2359354,empagliflozin 25 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
37499620,2359355,empagliflozin 25 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Trijardy],RX,second_line_rx,second_line_rx,prescribing
37499622,2359359,empagliflozin 5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
37499623,2359360,empagliflozin 5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Trijardy],RX,second_line_rx,second_line_rx,prescribing
37499832,2359279,24 HR empagliflozin 10 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
37499833,2359285,24 HR empagliflozin 10 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Trijardy],RX,second_line_rx,second_line_rx,prescribing
37499834,2359288,24 HR empagliflozin 12.5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
37499835,2359290,24 HR empagliflozin 12.5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Trijardy],RX,second_line_rx,second_line_rx,prescribing
37499836,2359351,24 HR empagliflozin 25 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
37499837,2359353,24 HR empagliflozin 25 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Trijardy],RX,second_line_rx,second_line_rx,prescribing
37499838,2359356,24 HR empagliflozin 5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
37499839,2359358,24 HR empagliflozin 5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Trijardy],RX,second_line_rx,second_line_rx,prescribing
45892171,1602108,empagliflozin / linagliptin Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
45892172,1602109,empagliflozin 10 MG / linagliptin 5 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
45892175,1602112,empagliflozin / linagliptin Oral Tablet [Glyxambi],RX,second_line_rx,second_line_rx,prescribing
45892176,1602115,empagliflozin 10 MG / linagliptin 5 MG Oral Tablet [Glyxambi],RX,second_line_rx,second_line_rx,prescribing
45892177,1602118,empagliflozin 25 MG / linagliptin 5 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
45892179,1602120,empagliflozin 25 MG / linagliptin 5 MG Oral Tablet [Glyxambi],RX,second_line_rx,second_line_rx,prescribing
1592652,1862684,empagliflozin / metformin Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
1592653,1862685,24 HR empagliflozin 10 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
1592655,1862687,empagliflozin / metformin Extended Release Oral Tablet [Synjardy],RX,second_line_rx,second_line_rx,prescribing
1592656,1862688,24 HR empagliflozin 10 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Synjardy],RX,second_line_rx,second_line_rx,prescribing
1592657,1862689,empagliflozin 10 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
1592793,1862690,empagliflozin 10 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Synjardy],RX,second_line_rx,second_line_rx,prescribing
1592794,1862691,24 HR empagliflozin 12.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
1592795,1862692,24 HR empagliflozin 12.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Synjardy],RX,second_line_rx,second_line_rx,prescribing
1592796,1862693,empagliflozin 12.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
1592797,1862694,empagliflozin 12.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Synjardy],RX,second_line_rx,second_line_rx,prescribing
1592798,1862695,24 HR empagliflozin 25 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
1592800,1862697,24 HR empagliflozin 25 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Synjardy],RX,second_line_rx,second_line_rx,prescribing
1592801,1862698,empagliflozin 25 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
1592802,1862699,empagliflozin 25 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Synjardy],RX,second_line_rx,second_line_rx,prescribing
1592803,1862700,24 HR empagliflozin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
1592804,1862701,24 HR empagliflozin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Synjardy],RX,second_line_rx,second_line_rx,prescribing
1592805,1862702,empagliflozin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
1592806,1862703,empagliflozin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Synjardy],RX,second_line_rx,second_line_rx,prescribing
46287408,1665367,empagliflozin 12.5 MG / metformin hydrochloride 1000 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
46287410,1665369,empagliflozin 12.5 MG / metformin hydrochloride 1000 MG Oral Tablet [Synjardy],RX,second_line_rx,second_line_rx,prescribing
46287679,1664313,empagliflozin / metformin Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
46287680,1664315,empagliflozin 5 MG / metformin hydrochloride 500 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
46287683,1664318,empagliflozin / metformin Oral Tablet [Synjardy],RX,second_line_rx,second_line_rx,prescribing
46287684,1664321,empagliflozin 5 MG / metformin hydrochloride 500 MG Oral Tablet [Synjardy],RX,second_line_rx,second_line_rx,prescribing
46287686,1664323,empagliflozin 12.5 MG / metformin hydrochloride 500 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
46287688,1664325,empagliflozin 12.5 MG / metformin hydrochloride 500 MG Oral Tablet [Synjardy],RX,second_line_rx,second_line_rx,prescribing
46287689,1664326,empagliflozin 5 MG / metformin hydrochloride 1000 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
46287691,1664328,empagliflozin 5 MG / metformin hydrochloride 1000 MG Oral Tablet [Synjardy],RX,second_line_rx,second_line_rx,prescribing
45774753,1545657,empagliflozin Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
45774754,1545658,empagliflozin 10 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
45774757,1545661,empagliflozin Oral Tablet [Jardiance],RX,second_line_rx,second_line_rx,prescribing
45774758,1545664,empagliflozin 10 MG Oral Tablet [Jardiance],RX,second_line_rx,second_line_rx,prescribing
45774893,1545666,empagliflozin 25 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
45774895,1545668,empagliflozin 25 MG Oral Tablet [Jardiance],RX,second_line_rx,second_line_rx,prescribing
793299,1992683,ertugliflozin / metformin Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
793300,1992685,ertugliflozin 2.5 MG / metformin hydrochloride 1000 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
793303,1992688,ertugliflozin / metformin Oral Tablet [Segluromet],RX,second_line_rx,second_line_rx,prescribing
793306,1992691,ertugliflozin 2.5 MG / metformin hydrochloride 1000 MG Oral Tablet [Segluromet],RX,second_line_rx,second_line_rx,prescribing
793307,1992693,ertugliflozin 2.5 MG / metformin hydrochloride 500 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
793309,1992695,ertugliflozin 2.5 MG / metformin hydrochloride 500 MG Oral Tablet [Segluromet],RX,second_line_rx,second_line_rx,prescribing
793311,1992698,ertugliflozin 7.5 MG / metformin hydrochloride 1000 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
793313,1992700,ertugliflozin 7.5 MG / metformin hydrochloride 1000 MG Oral Tablet [Segluromet],RX,second_line_rx,second_line_rx,prescribing
793314,1992701,ertugliflozin 7.5 MG / metformin hydrochloride 500 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
793316,1992703,ertugliflozin 7.5 MG / metformin hydrochloride 500 MG Oral Tablet [Segluromet],RX,second_line_rx,second_line_rx,prescribing
793334,1992824,ertugliflozin / sitagliptin Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
793335,1992826,ertugliflozin 15 MG / sitagliptin 100 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
793338,1992829,ertugliflozin / sitagliptin Oral Tablet [Steglujan],RX,second_line_rx,second_line_rx,prescribing
793341,1992832,ertugliflozin 15 MG / sitagliptin 100 MG Oral Tablet [Steglujan],RX,second_line_rx,second_line_rx,prescribing
793342,1992835,ertugliflozin 5 MG / sitagliptin 100 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
793344,1992837,ertugliflozin 5 MG / sitagliptin 100 MG Oral Tablet [Steglujan],RX,second_line_rx,second_line_rx,prescribing
793320,1992809,ertugliflozin Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
793321,1992810,ertugliflozin 5 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
793324,1992813,ertugliflozin Oral Tablet [Steglatro],RX,second_line_rx,second_line_rx,prescribing
793327,1992816,ertugliflozin 5 MG Oral Tablet [Steglatro],RX,second_line_rx,second_line_rx,prescribing
793329,1992819,ertugliflozin 15 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
793331,1992821,ertugliflozin 15 MG Oral Tablet [Steglatro],RX,second_line_rx,second_line_rx,prescribing
793110,1990865,exenatide Auto-Injector,RX,second_line_rx,second_line_rx,prescribing
793111,1990866,0.85 ML exenatide 2.35 MG/ML Auto-Injector,RX,second_line_rx,second_line_rx,prescribing
793113,1990868,exenatide Auto-Injector [Bydureon],RX,second_line_rx,second_line_rx,prescribing
793114,1990869,0.85 ML exenatide 2.35 MG/ML Auto-Injector [Bydureon],RX,second_line_rx,second_line_rx,prescribing
793115,1990870,exenatide 2.35 MG/ML Auto-Injector,RX,second_line_rx,second_line_rx,prescribing
793116,1990871,exenatide 2.35 MG/ML Auto-Injector [Bydureon],RX,second_line_rx,second_line_rx,prescribing
42708078,1242963,exenatide 2 MG Injection,RX,second_line_rx,second_line_rx,prescribing
42708079,1242968,exenatide 2 MG Injection [Bydureon],RX,second_line_rx,second_line_rx,prescribing
46234117,1653611,exenatide Injection,RX,second_line_rx,second_line_rx,prescribing
46234119,1653614,exenatide Injection [Bydureon],RX,second_line_rx,second_line_rx,prescribing
1583727,847913,60 ACTUAT exenatide 0.01 MG/ACTUAT Pen Injector [Byetta],RX,second_line_rx,second_line_rx,prescribing
1583729,847915,60 ACTUAT exenatide 0.005 MG/ACTUAT Pen Injector,RX,second_line_rx,second_line_rx,prescribing
1583730,847917,60 ACTUAT exenatide 0.005 MG/ACTUAT Pen Injector [Byetta],RX,second_line_rx,second_line_rx,prescribing
19135405,847910,60 ACTUAT exenatide 0.01 MG/ACTUAT Pen Injector,RX,second_line_rx,second_line_rx,prescribing
42902527,1359640,exenatide 0.005 MG/ACTUAT Pen Injector,RX,second_line_rx,second_line_rx,prescribing
42902689,1359802,exenatide 0.005 MG/ACTUAT Pen Injector [Byetta],RX,second_line_rx,second_line_rx,prescribing
42902866,1359979,exenatide 0.01 MG/ACTUAT Pen Injector [Byetta],RX,second_line_rx,second_line_rx,prescribing
42903341,1360454,exenatide 0.01 MG/ACTUAT Pen Injector,RX,second_line_rx,second_line_rx,prescribing
45774531,1544916,0.65 ML exenatide 3.08 MG/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
45774533,1544918,0.65 ML exenatide 3.08 MG/ML Pen Injector [Bydureon],RX,second_line_rx,second_line_rx,prescribing
45774534,1544919,exenatide 3.08 MG/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
45774535,1544920,exenatide 3.08 MG/ML Pen Injector [Bydureon],RX,second_line_rx,second_line_rx,prescribing
46234120,1653616,exenatide Pen Injector,RX,second_line_rx,second_line_rx,prescribing
46234121,1653619,exenatide Pen Injector [Bydureon],RX,second_line_rx,second_line_rx,prescribing
46234122,1653625,exenatide Pen Injector [Byetta],RX,second_line_rx,second_line_rx,prescribing
19001410,102847,glibornuride 25 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40059651,378822,glibornuride Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19059800,433856,24 HR gliclazide 30 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19101729,389137,gliclazide 30 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40044221,393406,gliclazide Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19059797,199825,gliclazide 80 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40044222,372318,gliclazide Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
1597781,647237,glimepiride 2 MG / pioglitazone 30 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
1597792,647239,glimepiride 4 MG / pioglitazone 30 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
1597795,731457,glimepiride 4 MG / pioglitazone 30 MG Oral Tablet [Duetact],RX,second_line_rx,second_line_rx,prescribing
1597796,731463,glimepiride 2 MG / pioglitazone 30 MG Oral Tablet [Duetact],RX,second_line_rx,second_line_rx,prescribing
40135391,647236,glimepiride / pioglitazone Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40143966,731462,glimepiride / pioglitazone Oral Tablet [Duetact],RX,second_line_rx,second_line_rx,prescribing
1597798,847712,glimepiride 2 MG / rosiglitazone 4 MG Oral Tablet [Avandaryl],RX,second_line_rx,second_line_rx,prescribing
1597799,847716,glimepiride 1 MG / rosiglitazone 4 MG Oral Tablet [Avandaryl],RX,second_line_rx,second_line_rx,prescribing
1597801,847724,glimepiride 4 MG / rosiglitazone 8 MG Oral Tablet [Avandaryl],RX,second_line_rx,second_line_rx,prescribing
19122366,602544,glimepiride 1 MG / rosiglitazone 4 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19122367,602549,glimepiride 2 MG / rosiglitazone 4 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19122368,602550,glimepiride 4 MG / rosiglitazone 4 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19126618,706895,glimepiride 2 MG / rosiglitazone 8 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19126619,706896,glimepiride 4 MG / rosiglitazone 8 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19135386,847708,glimepiride 4 MG / rosiglitazone 4 MG Oral Tablet [Avandaryl],RX,second_line_rx,second_line_rx,prescribing
19135388,847720,glimepiride 2 MG / rosiglitazone 8 MG Oral Tablet [Avandaryl],RX,second_line_rx,second_line_rx,prescribing
40129534,602543,glimepiride / rosiglitazone Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40159908,847707,glimepiride / rosiglitazone Oral Tablet [Avandaryl],RX,second_line_rx,second_line_rx,prescribing
1597757,153591,glimepiride 2 MG Oral Tablet [Amaryl],RX,second_line_rx,second_line_rx,prescribing
1597758,153842,glimepiride 3 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
1597759,153843,glimepiride 1 MG Oral Tablet [Amaryl],RX,second_line_rx,second_line_rx,prescribing
1597760,153845,glimepiride 4 MG Oral Tablet [Amaryl],RX,second_line_rx,second_line_rx,prescribing
1597761,199245,glimepiride 1 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
1597772,199246,glimepiride 2 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
1597773,199247,glimepiride 4 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19018043,153844,glimepiride 3 MG Oral Tablet [Amaryl],RX,second_line_rx,second_line_rx,prescribing
40059665,372319,glimepiride Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40059666,367762,glimepiride Oral Tablet [Amaryl],RX,second_line_rx,second_line_rx,prescribing
43011830,1361493,glimepiride 6 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
43011831,1361495,glimepiride 8 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40044224,378730,glipizide / metformin Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40160874,849585,glipizide / metformin Oral Tablet [Metaglip],RX,second_line_rx,second_line_rx,prescribing
40165969,861731,glipizide 2.5 MG / metformin hydrochloride 250 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40165970,861733,glipizide 2.5 MG / metformin hydrochloride 250 MG Oral Tablet [Metaglip],RX,second_line_rx,second_line_rx,prescribing
40165972,861736,glipizide 2.5 MG / metformin hydrochloride 500 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40165973,861738,glipizide 2.5 MG / metformin hydrochloride 500 MG Oral Tablet [Metaglip],RX,second_line_rx,second_line_rx,prescribing
40165975,861740,glipizide 5 MG / metformin hydrochloride 500 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40165976,861742,glipizide 5 MG / metformin hydrochloride 500 MG Oral Tablet [Metaglip],RX,second_line_rx,second_line_rx,prescribing
19077637,310489,24 HR glipizide 2.5 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19079990,314006,24 HR glipizide 5 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19080793,315107,24 HR glipizide 10 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19134624,844809,glipizide 2.5 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19134639,844824,glipizide 5 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19134642,844827,glipizide 10 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40139022,700835,glipizide Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40166814,865568,24 HR glipizide 10 MG Extended Release Oral Tablet [Glucotrol],RX,second_line_rx,second_line_rx,prescribing
40166815,865571,24 HR glipizide 2.5 MG Extended Release Oral Tablet [Glucotrol],RX,second_line_rx,second_line_rx,prescribing
40166816,865573,24 HR glipizide 5 MG Extended Release Oral Tablet [Glucotrol],RX,second_line_rx,second_line_rx,prescribing
40167634,865569,glipizide 10 MG Extended Release Oral Tablet [Glucotrol],RX,second_line_rx,second_line_rx,prescribing
40167635,865572,glipizide 2.5 MG Extended Release Oral Tablet [Glucotrol],RX,second_line_rx,second_line_rx,prescribing
40167637,865574,glipizide 5 MG Extended Release Oral Tablet [Glucotrol],RX,second_line_rx,second_line_rx,prescribing
40167638,865567,glipizide Extended Release Oral Tablet [Glucotrol],RX,second_line_rx,second_line_rx,prescribing
19006910,105373,glipizide 5 MG Oral Tablet [Minidiab],RX,second_line_rx,second_line_rx,prescribing
19025946,201921,glipizide 5 MG Oral Tablet [Glibenese],RX,second_line_rx,second_line_rx,prescribing
19025947,201922,glipizide 2.5 MG Oral Tablet [Minidiab],RX,second_line_rx,second_line_rx,prescribing
19030443,205828,glipizide 5 MG Oral Tablet [Glucotrol],RX,second_line_rx,second_line_rx,prescribing
19030445,205830,glipizide 10 MG Oral Tablet [Glucotrol],RX,second_line_rx,second_line_rx,prescribing
19077636,310488,glipizide 10 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19077638,310490,glipizide 5 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19100559,379804,glipizide 2.5 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40044251,372320,glipizide Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40044252,379803,glipizide Oral Tablet [Glibenese],RX,second_line_rx,second_line_rx,prescribing
40044253,369500,glipizide Oral Tablet [Glucotrol],RX,second_line_rx,second_line_rx,prescribing
40044254,379802,glipizide Oral Tablet [Minidiab],RX,second_line_rx,second_line_rx,prescribing
19006931,105374,gliquidone 30 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40059670,376236,gliquidone Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19063991,250919,glyburide 2.5 MG / metformin 400 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19106860,429841,glyburide 5 MG / metformin 1000 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40046143,374635,glyburide / metformin Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40165993,861756,glyburide / metformin Oral Tablet [Glucovance],RX,second_line_rx,second_line_rx,prescribing
40165994,861743,glyburide 1.25 MG / metformin hydrochloride 250 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40165995,861747,glyburide 1.25 MG / metformin hydrochloride 250 MG Oral Tablet [Glucovance],RX,second_line_rx,second_line_rx,prescribing
40165997,861748,glyburide 2.5 MG / metformin hydrochloride 500 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40165998,861752,glyburide 2.5 MG / metformin hydrochloride 500 MG Oral Tablet [Glucovance],RX,second_line_rx,second_line_rx,prescribing
40166002,861753,glyburide 5 MG / metformin hydrochloride 500 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40166003,861757,glyburide 5 MG / metformin hydrochloride 500 MG Oral Tablet [Glucovance],RX,second_line_rx,second_line_rx,prescribing
19060409,246391,glyburide 2.5 MG / phenformin 25 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19060491,246524,glyburide 5 MG / phenformin 50 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40046145,372334,glyburide / phenformin Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
1559685,197737,glyburide 1.25 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
1559728,261351,glyburide 4.5 MG Oral Tablet [Glycron],RX,second_line_rx,second_line_rx,prescribing
1559729,261974,glyburide 3 MG Oral Tablet [Glycron],RX,second_line_rx,second_line_rx,prescribing
19001408,102845,glyburide 5 MG Oral Tablet [Daonil],RX,second_line_rx,second_line_rx,prescribing
19006908,105371,glyburide 2.5 MG Oral Tablet [Calabren],RX,second_line_rx,second_line_rx,prescribing
19006909,105372,glyburide 5 MG Oral Tablet [Calabren],RX,second_line_rx,second_line_rx,prescribing
19024502,201056,glyburide 2.5 MG Oral Tablet [Libanil],RX,second_line_rx,second_line_rx,prescribing
19024503,201057,glyburide 2.5 MG Oral Tablet [Semi-Daonil],RX,second_line_rx,second_line_rx,prescribing
19024504,201058,glyburide 2.5 MG Oral Tablet [Euglucon],RX,second_line_rx,second_line_rx,prescribing
19024505,201059,glyburide 2.5 MG Oral Tablet [Malix],RX,second_line_rx,second_line_rx,prescribing
19024506,201060,glyburide 2.5 MG Oral Tablet [Diabetamide],RX,second_line_rx,second_line_rx,prescribing
19024507,201061,glyburide 5 MG Oral Tablet [Libanil],RX,second_line_rx,second_line_rx,prescribing
19024508,201062,glyburide 5 MG Oral Tablet [Euglucon],RX,second_line_rx,second_line_rx,prescribing
19024509,201063,glyburide 5 MG Oral Tablet [Malix],RX,second_line_rx,second_line_rx,prescribing
19024510,201064,glyburide 5 MG Oral Tablet [Diabetamide],RX,second_line_rx,second_line_rx,prescribing
19030572,205872,glyburide 1.25 MG Oral Tablet [Diabeta],RX,second_line_rx,second_line_rx,prescribing
19030573,205873,glyburide 1.25 MG Oral Tablet [Micronase],RX,second_line_rx,second_line_rx,prescribing
19030575,205875,glyburide 2.5 MG Oral Tablet [Diabeta],RX,second_line_rx,second_line_rx,prescribing
19030576,205876,glyburide 2.5 MG Oral Tablet [Micronase],RX,second_line_rx,second_line_rx,prescribing
19030579,205879,glyburide 5 MG Oral Tablet [Diabeta],RX,second_line_rx,second_line_rx,prescribing
19030580,205880,glyburide 5 MG Oral Tablet [Micronase],RX,second_line_rx,second_line_rx,prescribing
19065480,252960,glyburide 4.5 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19067365,260286,glyburide 1.5 MG Oral Tablet [Glycron],RX,second_line_rx,second_line_rx,prescribing
19067366,260287,glyburide 6 MG Oral Tablet [Glycron],RX,second_line_rx,second_line_rx,prescribing
19077659,310534,glyburide 2.5 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19077681,310536,glyburide 3 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19077682,310537,glyburide 5 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19077684,310539,glyburide 6 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19079986,314000,glyburide 1.5 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19106974,430102,glyburide 3.5 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19106975,430103,glyburide 1.75 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19106976,430104,glyburide 1 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19125219,669983,glyburide 1.25 MG Oral Tablet [Glyburase],RX,second_line_rx,second_line_rx,prescribing
19125221,669985,glyburide 2.5 MG Oral Tablet [Glyburase],RX,second_line_rx,second_line_rx,prescribing
19125223,669987,glyburide 5 MG Oral Tablet [Glyburase],RX,second_line_rx,second_line_rx,prescribing
40046201,372333,glyburide Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40046202,379570,glyburide Oral Tablet [Calabren],RX,second_line_rx,second_line_rx,prescribing
40046203,369562,glyburide Oral Tablet [Daonil],RX,second_line_rx,second_line_rx,prescribing
40046204,369373,glyburide Oral Tablet [Diabeta],RX,second_line_rx,second_line_rx,prescribing
40046205,379565,glyburide Oral Tablet [Diabetamide],RX,second_line_rx,second_line_rx,prescribing
40046206,379559,glyburide Oral Tablet [Euglucon],RX,second_line_rx,second_line_rx,prescribing
40046207,368204,glyburide Oral Tablet [Glycron],RX,second_line_rx,second_line_rx,prescribing
40046209,379572,glyburide Oral Tablet [Libanil],RX,second_line_rx,second_line_rx,prescribing
40046210,379568,glyburide Oral Tablet [Malix],RX,second_line_rx,second_line_rx,prescribing
40046211,93312,glyburide Oral Tablet [Micronase],RX,second_line_rx,second_line_rx,prescribing
40046212,369557,glyburide Oral Tablet [Semi-Daonil],RX,second_line_rx,second_line_rx,prescribing
