concept_code,concept_id,vocabulary_id,concept_name
E113541,37200237,10,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye"
E113542,37200238,10,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye"
E113543,37200239,10,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral"
E113549,37200240,10,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye"
E11355,37200241,10,Type 2 diabetes mellitus with stable proliferative diabetic retinopathy
E113551,37200242,10,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, right eye"
E113552,37200243,10,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, left eye"
E113553,37200244,10,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral"
E113559,37200245,10,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye"
E11359,45552386,10,Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema
E113591,37200246,10,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye"
E113592,37200247,10,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye"
E113593,37200248,10,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral"
E113599,37200249,10,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye"
E1136,45595798,10,Type 2 diabetes mellitus with diabetic cataract
E1137,37200250,10,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment"
E1137X1,37200251,10,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye"
E1137X2,37200252,10,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye"
E1137X3,37200253,10,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral"
E1137X9,37200254,10,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye"
E1139,45533019,10,Type 2 diabetes mellitus with other diabetic ophthalmic complication
E114,1567965,10,Type 2 diabetes mellitus with neurological complications
E1140,45605403,10,"Type 2 diabetes mellitus with diabetic neuropathy, unspecified"
E1141,45547625,10,Type 2 diabetes mellitus with diabetic mononeuropathy
E1142,45557113,10,Type 2 diabetes mellitus with diabetic polyneuropathy
E1143,45537962,10,Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy
E1144,45533020,10,Type 2 diabetes mellitus with diabetic amyotrophy
E1149,45605404,10,Type 2 diabetes mellitus with other diabetic neurological complication
E115,1567966,10,Type 2 diabetes mellitus with circulatory complications
E1151,45533021,10,Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene
E1152,45533022,10,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene
E1159,45576443,10,Type 2 diabetes mellitus with other circulatory complications
E116,1567967,10,Type 2 diabetes mellitus with other specified complications
E1161,1567968,10,Type 2 diabetes mellitus with diabetic arthropathy
E11610,45600641,10,Type 2 diabetes mellitus with diabetic neuropathic arthropathy
E11618,45586140,10,Type 2 diabetes mellitus with other diabetic arthropathy
E1162,1567969,10,Type 2 diabetes mellitus with skin complications
E11620,45547626,10,Type 2 diabetes mellitus with diabetic dermatitis
E11621,45581355,10,Type 2 diabetes mellitus with foot ulcer
E11622,45600642,10,Type 2 diabetes mellitus with other skin ulcer
E11628,45547627,10,Type 2 diabetes mellitus with other skin complications
E1163,1567970,10,Type 2 diabetes mellitus with oral complications
E11630,45533023,10,Type 2 diabetes mellitus with periodontal disease
E11638,45566731,10,Type 2 diabetes mellitus with other oral complications
E1164,1567971,10,Type 2 diabetes mellitus with hypoglycemia
E11641,45561949,10,Type 2 diabetes mellitus with hypoglycemia with coma
E11649,45591031,10,Type 2 diabetes mellitus with hypoglycemia without coma
E1165,45605405,10,Type 2 diabetes mellitus with hyperglycemia
E1169,45595799,10,Type 2 diabetes mellitus with other specified complication
E118,35206881,10,Type 2 diabetes mellitus with unspecified complications
E119,35206882,10,Type 2 diabetes mellitus without complications
O241,1571686,10,"Pre-existing type 2 diabetes mellitus, in pregnancy, childbirth and the puerperium"
O2411,1571687,10,"Pre-existing type 2 diabetes mellitus, in pregnancy"
O24111,45587292,10,"Pre-existing type 2 diabetes mellitus, in pregnancy, first trimester"
O24112,45582457,10,"Pre-existing type 2 diabetes mellitus, in pregnancy, second trimester"
O24113,45567896,10,"Pre-existing type 2 diabetes mellitus, in pregnancy, third trimester"
O24119,45606547,10,"Pre-existing type 2 diabetes mellitus, in pregnancy, unspecified trimester"
O2413,45582458,10,"Pre-existing type 2 diabetes mellitus, in the puerperium"
25002,44836915,09,"Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled"
2501,44829878,09,"Diabetes with ketoacidosis, type II or unspecified type, not stated as uncontrolled"
25012,44824072,09,"Diabetes with ketoacidosis, type II or unspecified type, uncontrolled"
2502,44836916,09,"Diabetes with hyperosmolarity, type II or unspecified type, not stated as uncontrolled"
25022,44824073,09,"Diabetes with hyperosmolarity, type II or unspecified type, uncontrolled"
2503,44826460,09,"Diabetes with other coma, type II or unspecified type, not stated as uncontrolled"
25032,44832193,09,"Diabetes with other coma, type II or unspecified type, uncontrolled"
2504,44831045,09,"Diabetes with renal manifestations, type II or unspecified type, not stated as uncontrolled"
25042,44832194,09,"Diabetes with renal manifestations, type II or unspecified type, uncontrolled"
2505,44819500,09,"Diabetes with ophthalmic manifestations, type II or unspecified type, not stated as uncontrolled"
25052,44829879,09,"Diabetes with ophthalmic manifestations, type II or unspecified type, uncontrolled"
2506,44828795,09,"Diabetes with neurological manifestations, type II or unspecified type, not stated as uncontrolled"
25062,44833366,09,"Diabetes with neurological manifestations, type II or unspecified type, uncontrolled"
2507,44827616,09,"Diabetes with peripheral circulatory disorders, type II or unspecified type, not stated as uncontrolled"
25072,44833367,09,"Diabetes with peripheral circulatory disorders, type II or unspecified type, uncontrolled"
2508,44831047,09,"Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled"
25082,44826461,09,"Diabetes with other specified manifestations, type II or unspecified type, uncontrolled"
2509,44827617,09,"Diabetes with unspecified complication, type II or unspecified type, not stated as uncontrolled"
25092,44829882,09,"Diabetes with unspecified complication, type II or unspecified type, uncontrolled"
,,,
